posting_year,city,company_size,industry,job_title,seniority_level,ai_intensity_score,salary_usd,automation_risk_score,ai_job_displacement_risk,industry_ai_adoption_stage
2016,Lagos,Medium,Healthcare,AI Researcher,Mid,0.07,43400,0.69,Low,Emerging
2022,Seoul,Enterprise,Retail,Systems Engineer,Intern,0.07,92007,0.76,High,Growing
2016,Sao Paulo,Enterprise,Finance,Business Analyst,Executive,0.11,36353,0.63,High,Emerging
2024,London,Medium,Agriculture,Product Manager,Executive,0.84,91463,0.36,Low,Growing
2017,Paris,Large,Government,Operations Manager,Lead,0.2,36398,0.87,Medium,Growing
2018,Lagos,Medium,Manufacturing,Software Engineer,Intern,0.59,120423,0.35,High,Growing
2014,New York,Large,Finance,Policy Analyst,Lead,0.02,67246,0.86,Medium,Emerging
2021,Dubai,Large,Retail,Business Analyst,Lead,0.19,84225,0.83,Low,Growing
2011,Seoul,Large,Education,Operations Manager,Executive,0.09,49654,0.65,Medium,Emerging
2019,Berlin,Startup,Manufacturing,Research Scientist,Lead,0.1,28621,0.86,Low,Growing
2011,Nairobi,Enterprise,Retail,ML Engineer,Mid,0.18,31228,0.81,High,Emerging
2017,Nairobi,Medium,Healthcare,Policy Analyst,Executive,0.12,35016,0.88,Medium,Growing
2013,Berlin,Large,Energy,Business Analyst,Junior,0.08,42692,0.83,High,Emerging
2022,Nairobi,Large,Tech,Software Engineer,Lead,0.11,64568,0.78,Medium,Mature
2025,Seoul,Small,Retail,Software Engineer,Senior,0.81,113878,0.18,Medium,Growing
2011,Nairobi,Small,Tech,ML Engineer,Executive,0.12,28649,0.73,Medium,Emerging
2020,Toronto,Enterprise,Energy,Operations Manager,Junior,0.15,97126,0.63,Low,Growing
2014,Bangalore,Large,Healthcare,Data Scientist,Intern,0.08,38571,0.73,Medium,Emerging
2022,London,Startup,Retail,Policy Analyst,Senior,0.44,68695,0.14,Low,Growing
2018,London,Medium,Agriculture,Business Analyst,Lead,0.09,40098,0.7,Medium,Growing
2021,Nairobi,Enterprise,Energy,Systems Engineer,Junior,0.8,113571,0.2,Low,Growing
2012,Dubai,Enterprise,Retail,AI Researcher,Senior,0.16,65108,0.81,High,Emerging
2021,Singapore,Small,Tech,ML Engineer,Executive,0.06,91980,0.62,Medium,Growing
2012,Sao Paulo,Small,Education,Research Scientist,Executive,0.04,32037,0.84,Medium,Emerging
2010,Dubai,Enterprise,Agriculture,AI Researcher,Senior,0.07,42972,0.83,High,Emerging
2021,Berlin,Small,Healthcare,Software Engineer,Mid,0.06,75647,0.68,Low,Growing
2023,London,Small,Finance,AI Researcher,Senior,0.59,34244,0.37,High,Mature
2015,Seoul,Small,Finance,Software Engineer,Lead,0.07,83689,0.65,High,Emerging
2016,Paris,Small,Education,ML Engineer,Intern,0.68,112185,0.29,Low,Emerging
2020,Nairobi,Large,Agriculture,Research Scientist,Senior,0.79,27928,0.26,High,Growing
2019,Bangalore,Medium,Energy,Research Scientist,Junior,0.91,107628,0.32,Medium,Growing
2011,Sydney,Medium,Finance,Product Manager,Lead,0.11,62728,0.66,High,Emerging
2017,Dubai,Enterprise,Manufacturing,Systems Engineer,Junior,0.18,68906,0.73,High,Growing
2021,Paris,Large,Energy,Policy Analyst,Executive,0.19,43636,0.72,Medium,Growing
2010,New York,Small,Healthcare,Policy Analyst,Mid,0.17,33313,0.78,High,Emerging
2023,Toronto,Medium,Tech,Systems Engineer,Executive,0.69,97175,0.32,High,Mature
2011,Sydney,Large,Education,AI Researcher,Junior,0.12,20545,0.74,Medium,Emerging
2016,Berlin,Medium,Education,Research Scientist,Senior,0.2,44352,0.74,High,Emerging
2022,Nairobi,Startup,Finance,Operations Manager,Lead,0.9,121605,0.23,Low,Mature
2023,Bangalore,Enterprise,Energy,Business Analyst,Intern,0.81,58837,0.26,Low,Growing
2013,Bangalore,Enterprise,Manufacturing,Systems Engineer,Junior,0.11,41173,0.81,Low,Emerging
2017,Toronto,Medium,Government,Research Scientist,Junior,0.02,66562,0.73,Medium,Growing
2016,Nairobi,Large,Energy,Operations Manager,Junior,0.14,75558,0.68,High,Emerging
2012,New York,Large,Education,ML Engineer,Lead,0.03,66169,0.88,Medium,Emerging
2014,Paris,Startup,Finance,Systems Engineer,Executive,0.16,80679,0.81,High,Emerging
2016,Nairobi,Large,Healthcare,Research Scientist,Senior,0.13,32157,0.61,Low,Emerging
2013,Nairobi,Large,Education,Business Analyst,Senior,0.06,38231,0.78,High,Emerging
2010,Paris,Medium,Retail,Research Scientist,Mid,0.09,60402,0.8,Low,Emerging
2019,Tokyo,Large,Education,AI Researcher,Executive,0.02,71540,0.81,Low,Growing
2020,London,Small,Government,Data Scientist,Senior,0.18,65787,0.85,Medium,Growing
2014,Nairobi,Large,Manufacturing,Policy Analyst,Intern,0.05,70040,0.63,Low,Emerging
2014,Berlin,Enterprise,Education,Policy Analyst,Junior,0.07,59127,0.78,Low,Emerging
2021,London,Large,Retail,Software Engineer,Lead,0.62,55430,0.21,Low,Growing
2012,London,Small,Tech,Policy Analyst,Mid,0.04,22723,0.83,Low,Emerging
2014,Nairobi,Medium,Finance,AI Researcher,Executive,0.16,68634,0.62,Medium,Emerging
2012,Lagos,Small,Manufacturing,Research Scientist,Lead,0.17,56365,0.69,Low,Emerging
2021,Bangalore,Small,Manufacturing,Business Analyst,Executive,0.16,49215,0.62,Medium,Growing
2010,Lagos,Small,Agriculture,ML Engineer,Mid,0.14,54428,0.64,Medium,Emerging
2024,Singapore,Small,Finance,ML Engineer,Mid,0.45,59596,0.24,Medium,Mature
2023,Bangalore,Enterprise,Finance,Systems Engineer,Intern,0.85,112866,0.19,Low,Mature
2015,Seoul,Enterprise,Retail,Policy Analyst,Intern,0.02,68115,0.69,Medium,Emerging
2013,Tokyo,Small,Government,AI Researcher,Junior,0.03,33321,0.85,Medium,Emerging
2016,Berlin,Startup,Finance,Systems Engineer,Mid,0.04,82883,0.7,Medium,Emerging
2021,Lagos,Medium,Energy,Data Scientist,Mid,0.16,23240,0.82,Medium,Growing
2012,Bangalore,Enterprise,Healthcare,ML Engineer,Junior,0.17,23147,0.77,Medium,Emerging
2023,Nairobi,Startup,Education,Policy Analyst,Executive,0.12,39457,0.61,Low,Growing
2020,Berlin,Medium,Healthcare,Software Engineer,Senior,0.88,63775,0.18,Low,Growing
2019,Sao Paulo,Small,Education,Systems Engineer,Lead,0.59,136482,0.3,Low,Growing
2022,Nairobi,Medium,Healthcare,Systems Engineer,Executive,0.17,75774,0.72,Low,Growing
2020,Dubai,Large,Agriculture,Business Analyst,Lead,0.43,102212,0.27,High,Growing
2012,Toronto,Large,Retail,Operations Manager,Executive,0.11,79219,0.69,Low,Emerging
2023,Tokyo,Large,Government,Systems Engineer,Executive,0.01,88972,0.7,Medium,Growing
2022,Seoul,Enterprise,Manufacturing,Business Analyst,Senior,0.1,75304,0.89,High,Growing
2023,Sydney,Small,Energy,AI Researcher,Lead,0.45,89235,0.38,Low,Growing
2016,Singapore,Medium,Energy,Systems Engineer,Mid,0.08,40100,0.73,Low,Emerging
2018,Bangalore,Large,Retail,Research Scientist,Lead,0.64,31604,0.23,Low,Growing
2010,Tokyo,Small,Education,Policy Analyst,Mid,0.07,75548,0.6,High,Emerging
2022,London,Medium,Healthcare,Data Scientist,Lead,0.11,98195,0.77,Medium,Growing
2013,Sydney,Startup,Energy,Business Analyst,Lead,0.13,62448,0.84,Medium,Emerging
2010,Singapore,Large,Retail,ML Engineer,Mid,0.2,73778,0.81,Low,Emerging
2017,Lagos,Medium,Retail,Operations Manager,Junior,0.17,76657,0.88,Medium,Growing
2024,New York,Small,Agriculture,ML Engineer,Lead,0.07,73984,0.73,High,Growing
2012,Paris,Small,Government,Research Scientist,Executive,0.19,66937,0.71,Medium,Emerging
2016,Tokyo,Large,Finance,Software Engineer,Junior,0.62,26379,0.34,High,Emerging
2023,Nairobi,Large,Tech,Software Engineer,Executive,0.65,60795,0.22,Medium,Mature
2022,Sao Paulo,Enterprise,Tech,Systems Engineer,Executive,0.94,136722,0.21,Low,Mature
2012,Sydney,Startup,Tech,Systems Engineer,Lead,0.14,67812,0.61,Medium,Emerging
2020,Dubai,Small,Tech,Business Analyst,Junior,0.05,80842,0.75,High,Growing
2015,Toronto,Startup,Finance,Business Analyst,Senior,0.16,77735,0.7,Low,Emerging
2025,Berlin,Large,Education,Data Scientist,Mid,0.53,149077,0.26,Low,Growing
2018,Dubai,Startup,Healthcare,Data Scientist,Intern,0.59,105443,0.35,Medium,Growing
2021,Lagos,Large,Energy,Operations Manager,Intern,0.19,25976,0.86,High,Growing
2016,Nairobi,Startup,Agriculture,Operations Manager,Lead,0.07,66607,0.68,Medium,Emerging
2014,Toronto,Medium,Healthcare,Research Scientist,Junior,0.19,57349,0.6,High,Emerging
2025,London,Enterprise,Energy,Operations Manager,Lead,0.91,44809,0.32,Low,Growing
2018,Sao Paulo,Small,Energy,Product Manager,Junior,0.01,77179,0.83,Medium,Growing
2017,Singapore,Startup,Healthcare,Research Scientist,Lead,0.14,59889,0.73,High,Growing
2015,New York,Large,Government,Operations Manager,Intern,0.16,84118,0.78,Low,Emerging
2010,Bangalore,Large,Manufacturing,Product Manager,Lead,0.05,20289,0.66,Medium,Emerging
2012,London,Medium,Agriculture,Software Engineer,Executive,0.05,65421,0.74,Low,Emerging
2013,Nairobi,Enterprise,Finance,ML Engineer,Senior,0.01,63724,0.81,High,Emerging
2019,Nairobi,Medium,Education,Data Scientist,Mid,0.01,93129,0.84,High,Growing
2020,Berlin,Enterprise,Education,AI Researcher,Executive,0.93,115090,0.28,Low,Growing
2013,Bangalore,Medium,Manufacturing,AI Researcher,Mid,0.11,47308,0.61,Medium,Emerging
2018,Nairobi,Enterprise,Manufacturing,Policy Analyst,Senior,0.03,91363,0.65,Medium,Growing
2021,Bangalore,Startup,Healthcare,Systems Engineer,Junior,0.16,73912,0.65,Medium,Growing
2025,Singapore,Small,Tech,Product Manager,Junior,0.43,122541,0.37,Low,Mature
2025,Singapore,Enterprise,Finance,Policy Analyst,Lead,0.86,72040,0.25,Low,Mature
2018,Seoul,Enterprise,Tech,Data Scientist,Intern,0.01,21409,0.86,High,Growing
2020,Sydney,Enterprise,Energy,Systems Engineer,Junior,0.51,125267,0.26,High,Growing
2025,New York,Small,Agriculture,ML Engineer,Lead,0.66,140052,0.22,Medium,Growing
2017,Berlin,Small,Manufacturing,Policy Analyst,Intern,0.05,84939,0.67,Low,Growing
2016,Paris,Enterprise,Retail,Product Manager,Executive,0.54,101994,0.23,High,Emerging
2013,Berlin,Small,Government,Business Analyst,Intern,0.03,19730,0.67,Medium,Emerging
2020,New York,Large,Manufacturing,ML Engineer,Executive,0.94,102492,0.35,Low,Growing
2024,Nairobi,Enterprise,Agriculture,Operations Manager,Lead,0.9,59154,0.39,Low,Growing
2022,Sydney,Small,Retail,Business Analyst,Executive,0.92,36571,0.38,High,Growing
2021,Dubai,Medium,Education,Policy Analyst,Executive,0.01,82229,0.75,Medium,Growing
2025,Dubai,Small,Agriculture,Policy Analyst,Intern,0.73,122564,0.2,Low,Growing
2018,Toronto,Large,Tech,Software Engineer,Intern,0.05,41187,0.9,High,Growing
2014,Bangalore,Startup,Agriculture,Product Manager,Executive,0.2,18721,0.77,Medium,Emerging
2019,Nairobi,Small,Education,Data Scientist,Lead,0.12,39521,0.72,High,Growing
2013,Singapore,Enterprise,Agriculture,Policy Analyst,Senior,0.04,23591,0.81,Low,Emerging
2016,Tokyo,Small,Healthcare,Research Scientist,Executive,0.63,113148,0.39,High,Emerging
2010,Paris,Large,Healthcare,Software Engineer,Mid,0.12,57549,0.86,Medium,Emerging
2024,Sydney,Enterprise,Healthcare,AI Researcher,Intern,0.13,47388,0.73,Low,Growing
2013,Sao Paulo,Small,Healthcare,ML Engineer,Junior,0.1,38435,0.88,High,Emerging
2013,London,Startup,Tech,Software Engineer,Mid,0.8,32386,0.38,Low,Emerging
2019,Berlin,Small,Finance,Data Scientist,Lead,0.15,24208,0.63,High,Growing
2010,London,Enterprise,Government,Business Analyst,Mid,0.06,34089,0.87,Medium,Emerging
2025,Berlin,Large,Retail,AI Researcher,Senior,0.7,121635,0.12,Low,Growing
2019,Sydney,Medium,Government,Product Manager,Lead,0.7,30621,0.38,Medium,Growing
2012,Berlin,Startup,Government,Data Scientist,Executive,0.09,31536,0.73,Low,Emerging
2021,Toronto,Enterprise,Education,Systems Engineer,Lead,0.74,38127,0.1,Low,Growing
2020,Sydney,Large,Tech,Systems Engineer,Junior,0.56,51416,0.18,Low,Growing
2016,Lagos,Enterprise,Manufacturing,Operations Manager,Senior,0.19,72531,0.65,High,Emerging
2010,Sao Paulo,Startup,Tech,Software Engineer,Lead,0.02,38381,0.84,High,Emerging
2014,Berlin,Enterprise,Retail,Research Scientist,Mid,0.16,29082,0.86,High,Emerging
2021,Paris,Small,Retail,Operations Manager,Executive,0.1,100097,0.74,Low,Growing
2013,New York,Large,Government,AI Researcher,Junior,0.04,38131,0.83,Low,Emerging
2024,Lagos,Medium,Tech,Operations Manager,Intern,0.45,118532,0.33,Low,Mature
2025,Nairobi,Enterprise,Manufacturing,ML Engineer,Senior,0.48,123139,0.14,Medium,Growing
2020,Singapore,Startup,Government,Systems Engineer,Lead,0.1,29003,0.73,High,Growing
2014,London,Startup,Education,Software Engineer,Junior,0.02,47734,0.79,Low,Emerging
2025,Sao Paulo,Medium,Energy,ML Engineer,Mid,0.84,122839,0.23,High,Growing
2015,Bangalore,Medium,Energy,Data Scientist,Junior,0.16,45763,0.8,Medium,Emerging
2023,Tokyo,Small,Energy,Data Scientist,Senior,0.86,58512,0.33,Low,Growing
2013,Bangalore,Large,Healthcare,Software Engineer,Lead,0.12,76873,0.64,High,Emerging
2017,London,Startup,Finance,Software Engineer,Lead,0.11,82863,0.66,Medium,Growing
2018,New York,Large,Energy,Research Scientist,Intern,0.18,83085,0.76,High,Growing
2019,Paris,Large,Retail,Business Analyst,Intern,0.01,25077,0.69,Low,Growing
2022,Berlin,Small,Agriculture,Operations Manager,Executive,0.17,53117,0.84,Low,Growing
2010,Dubai,Small,Education,Policy Analyst,Junior,0.1,19932,0.78,Low,Emerging
2013,Toronto,Medium,Retail,Business Analyst,Intern,0.15,21375,0.65,Low,Emerging
2019,New York,Medium,Manufacturing,Research Scientist,Executive,0.52,68416,0.11,Low,Growing
2012,Dubai,Enterprise,Energy,Systems Engineer,Executive,0.84,40263,0.29,High,Emerging
2025,Sydney,Enterprise,Retail,Software Engineer,Lead,0.82,76537,0.16,Medium,Growing
2013,Lagos,Enterprise,Energy,Operations Manager,Intern,0.16,76080,0.61,Low,Emerging
2017,Dubai,Startup,Manufacturing,Operations Manager,Mid,0.08,43769,0.9,Medium,Growing
2019,New York,Medium,Education,AI Researcher,Junior,0.02,22303,0.88,High,Growing
2013,Bangalore,Enterprise,Finance,Systems Engineer,Junior,0.06,68396,0.83,Medium,Emerging
2022,Berlin,Small,Government,Business Analyst,Senior,0.05,21876,0.65,Medium,Growing
2011,Singapore,Small,Education,Business Analyst,Executive,0.13,58654,0.8,High,Emerging
2012,Dubai,Medium,Healthcare,Product Manager,Lead,0.17,33118,0.85,Low,Emerging
2017,Tokyo,Medium,Government,Operations Manager,Lead,0.01,72669,0.65,High,Growing
2018,Sydney,Small,Manufacturing,AI Researcher,Junior,0.12,64715,0.75,Medium,Growing
2017,Seoul,Enterprise,Government,AI Researcher,Intern,0.05,37326,0.62,High,Growing
2021,London,Startup,Government,AI Researcher,Junior,0.02,81216,0.79,Low,Growing
2019,Tokyo,Startup,Finance,ML Engineer,Junior,0.05,23574,0.67,High,Growing
2011,Sydney,Enterprise,Energy,Operations Manager,Intern,0.2,70868,0.79,High,Emerging
2020,London,Enterprise,Energy,ML Engineer,Lead,0.12,87668,0.77,High,Growing
2021,Seoul,Small,Education,Software Engineer,Junior,0.08,74769,0.72,Low,Growing
2022,Seoul,Startup,Finance,Product Manager,Lead,0.94,32616,0.22,Medium,Mature
2010,Paris,Enterprise,Tech,Research Scientist,Intern,0.5,81888,0.35,Low,Emerging
2017,Seoul,Small,Finance,Systems Engineer,Intern,0,24219,0.65,Low,Growing
2015,London,Small,Finance,Data Scientist,Executive,0.16,18181,0.71,High,Emerging
2024,Dubai,Large,Government,AI Researcher,Intern,0.09,109062,0.61,High,Growing
2012,Nairobi,Large,Manufacturing,AI Researcher,Junior,0.04,67004,0.88,Low,Emerging
2019,Seoul,Large,Education,Data Scientist,Senior,0.44,56777,0.32,High,Growing
2018,Nairobi,Small,Agriculture,ML Engineer,Lead,0.12,36574,0.85,Low,Growing
2023,London,Small,Healthcare,Business Analyst,Executive,0.85,43690,0.23,Medium,Growing
2023,Bangalore,Large,Tech,Research Scientist,Intern,0.67,53793,0.11,Medium,Mature
2014,Seoul,Enterprise,Energy,Software Engineer,Junior,0.15,69426,0.63,High,Emerging
2019,Bangalore,Enterprise,Energy,Policy Analyst,Junior,0.7,87816,0.24,Medium,Growing
2015,Paris,Startup,Tech,Operations Manager,Junior,0.91,53565,0.32,Medium,Emerging
2012,Toronto,Startup,Government,Data Scientist,Junior,0.16,23270,0.84,Low,Emerging
2024,New York,Startup,Tech,Product Manager,Intern,0.6,126430,0.26,Medium,Mature
2021,Lagos,Medium,Manufacturing,Research Scientist,Executive,0.01,44999,0.71,Medium,Growing
2022,London,Medium,Retail,Product Manager,Junior,0.17,47349,0.84,High,Growing
2010,Sao Paulo,Medium,Agriculture,AI Researcher,Executive,0.07,68043,0.84,Medium,Emerging
2016,Sao Paulo,Startup,Energy,Data Scientist,Senior,0.03,19370,0.62,High,Emerging
2023,Dubai,Large,Government,Research Scientist,Lead,0.89,36541,0.2,High,Growing
2012,Toronto,Enterprise,Retail,Research Scientist,Mid,0.76,46321,0.38,Low,Emerging
2018,Dubai,Enterprise,Tech,AI Researcher,Junior,0.14,65758,0.87,Low,Growing
2017,London,Small,Education,Research Scientist,Mid,0.08,79042,0.84,High,Growing
2013,Bangalore,Large,Retail,Research Scientist,Executive,0.13,18649,0.85,Low,Emerging
2022,Toronto,Small,Tech,Operations Manager,Mid,0.9,58567,0.12,Low,Mature
2024,New York,Medium,Energy,Product Manager,Senior,0.09,44535,0.72,Medium,Growing
2021,Sao Paulo,Small,Finance,Systems Engineer,Intern,0.01,28930,0.75,Medium,Growing
2021,Sydney,Small,Finance,Policy Analyst,Intern,0.89,56523,0.18,High,Growing
2018,Bangalore,Startup,Finance,Systems Engineer,Executive,0.94,49683,0.32,Low,Growing
2010,Tokyo,Enterprise,Government,ML Engineer,Junior,0.92,79020,0.28,Low,Emerging
2019,Lagos,Enterprise,Government,ML Engineer,Intern,0.13,49399,0.86,Low,Growing
2021,Paris,Small,Finance,Software Engineer,Intern,0.13,88101,0.81,Medium,Growing
2010,Seoul,Enterprise,Tech,Research Scientist,Junior,0.71,41824,0.23,High,Emerging
2011,Sao Paulo,Small,Government,Operations Manager,Junior,0.18,31774,0.86,Medium,Emerging
2020,Berlin,Medium,Energy,Software Engineer,Senior,0.05,29707,0.62,Medium,Growing
2020,Paris,Small,Manufacturing,Business Analyst,Executive,0.14,24311,0.85,Low,Growing
2010,Dubai,Medium,Manufacturing,Software Engineer,Senior,0.03,18441,0.86,Low,Emerging
2025,Berlin,Large,Education,Business Analyst,Intern,0.89,125761,0.2,Medium,Growing
2017,Tokyo,Small,Government,Software Engineer,Junior,0.03,39966,0.61,Low,Growing
2015,Singapore,Enterprise,Manufacturing,Operations Manager,Executive,0.09,36844,0.6,Low,Emerging
2017,Singapore,Large,Agriculture,Business Analyst,Senior,0.12,27241,0.8,Low,Growing
2016,Nairobi,Small,Government,Product Manager,Intern,0.09,91771,0.7,Low,Emerging
2023,New York,Medium,Finance,Systems Engineer,Lead,0.93,124525,0.12,Medium,Mature
2021,Dubai,Small,Retail,Operations Manager,Mid,0.14,44386,0.85,Medium,Growing
2015,Nairobi,Small,Government,Data Scientist,Junior,0.07,62275,0.66,Low,Emerging
2024,Bangalore,Medium,Finance,ML Engineer,Executive,0.02,63513,0.67,Low,Mature
2018,Sydney,Enterprise,Finance,ML Engineer,Mid,0.71,57051,0.28,Medium,Growing
2024,New York,Small,Energy,Software Engineer,Executive,0.09,99106,0.78,Medium,Growing
2011,Tokyo,Enterprise,Energy,Operations Manager,Senior,0.19,69796,0.75,Low,Emerging
2021,Tokyo,Enterprise,Manufacturing,Product Manager,Senior,0.84,73319,0.17,Low,Growing
2019,Bangalore,Startup,Energy,ML Engineer,Mid,0.19,73597,0.73,High,Growing
2025,London,Enterprise,Tech,Operations Manager,Mid,0.91,69832,0.31,Low,Mature
2019,Paris,Large,Tech,Research Scientist,Lead,0.15,83963,0.65,Low,Growing
2022,London,Enterprise,Finance,Systems Engineer,Senior,0.93,33568,0.23,Medium,Mature
2011,London,Small,Government,Product Manager,Intern,0.2,34707,0.64,Medium,Emerging
2014,Seoul,Medium,Agriculture,Product Manager,Mid,0.1,19640,0.73,Low,Emerging
2017,Toronto,Startup,Government,Policy Analyst,Executive,0.05,82831,0.75,Low,Growing
2016,Seoul,Enterprise,Finance,Software Engineer,Mid,0.14,78498,0.73,Low,Emerging
2014,Lagos,Large,Government,Systems Engineer,Executive,0.13,37452,0.84,Medium,Emerging
2016,Dubai,Startup,Tech,Business Analyst,Intern,0.03,32236,0.75,Medium,Emerging
2019,Nairobi,Large,Agriculture,Research Scientist,Executive,0.53,94455,0.22,Medium,Growing
2018,Seoul,Startup,Agriculture,AI Researcher,Executive,0.01,96800,0.86,Medium,Growing
2016,Lagos,Small,Healthcare,Data Scientist,Senior,0,21181,0.87,Medium,Emerging
2011,Bangalore,Small,Healthcare,Systems Engineer,Senior,0.09,33610,0.7,Medium,Emerging
2025,Tokyo,Startup,Manufacturing,Business Analyst,Lead,0.67,98905,0.21,Low,Growing
2016,Sydney,Medium,Energy,ML Engineer,Executive,0.06,84850,0.88,Medium,Emerging
2022,New York,Medium,Healthcare,Policy Analyst,Senior,0.94,99333,0.3,High,Growing
2017,Lagos,Enterprise,Energy,Operations Manager,Intern,0.07,39494,0.87,High,Growing
2017,Lagos,Medium,Tech,Product Manager,Executive,0.9,75566,0.33,Low,Growing
2012,Berlin,Medium,Healthcare,ML Engineer,Senior,0.12,35263,0.66,Medium,Emerging
2010,Sao Paulo,Enterprise,Healthcare,Software Engineer,Mid,0.16,60941,0.81,Medium,Emerging
2024,Paris,Startup,Government,Business Analyst,Executive,0.01,61453,0.64,High,Growing
2022,Seoul,Medium,Tech,ML Engineer,Lead,0.86,40749,0.4,Low,Mature
2022,Dubai,Large,Education,ML Engineer,Senior,0.73,91418,0.2,Low,Growing
2016,New York,Enterprise,Healthcare,Research Scientist,Executive,0.14,66064,0.63,Low,Emerging
2013,Nairobi,Startup,Tech,Research Scientist,Senior,0.05,39692,0.64,Medium,Emerging
2020,Sydney,Small,Energy,Product Manager,Senior,0.04,27433,0.69,High,Growing
2020,Lagos,Medium,Tech,Data Scientist,Junior,0.86,140372,0.14,High,Growing
2017,Paris,Small,Tech,Systems Engineer,Mid,0.1,84202,0.82,High,Growing
2014,Bangalore,Large,Energy,Research Scientist,Intern,0.46,121093,0.38,Medium,Emerging
2017,New York,Medium,Education,Systems Engineer,Lead,0.2,22343,0.75,Medium,Growing
2012,Tokyo,Medium,Finance,Business Analyst,Intern,0.92,26162,0.16,Low,Emerging
2024,Bangalore,Medium,Healthcare,Operations Manager,Senior,0.43,141135,0.3,Medium,Growing
2025,Dubai,Small,Manufacturing,Research Scientist,Junior,0.02,23220,0.84,High,Growing
2017,Nairobi,Startup,Finance,Product Manager,Lead,0.13,24697,0.76,Medium,Growing
2019,Berlin,Small,Retail,AI Researcher,Lead,0.14,60127,0.9,Low,Growing
2018,Toronto,Small,Healthcare,Product Manager,Mid,0.02,41205,0.67,Low,Growing
2015,Sao Paulo,Large,Tech,ML Engineer,Executive,0.46,50822,0.28,High,Emerging
2011,Dubai,Startup,Manufacturing,Policy Analyst,Executive,0.17,61842,0.77,High,Emerging
2024,London,Medium,Manufacturing,ML Engineer,Executive,0.01,87253,0.67,Medium,Growing
2017,Singapore,Enterprise,Agriculture,ML Engineer,Mid,0.06,23651,0.79,Low,Growing
2012,Lagos,Medium,Energy,Systems Engineer,Intern,0.05,55571,0.87,High,Emerging
2013,Bangalore,Enterprise,Agriculture,Policy Analyst,Mid,0.01,24618,0.81,Low,Emerging
2016,Nairobi,Startup,Healthcare,ML Engineer,Mid,0.02,90901,0.87,High,Emerging
2017,New York,Startup,Education,Research Scientist,Lead,0.07,92498,0.63,Low,Growing
2011,Seoul,Enterprise,Tech,Systems Engineer,Junior,0.08,17598,0.62,Medium,Emerging
2019,Paris,Medium,Energy,Operations Manager,Junior,0.18,28485,0.71,Low,Growing
2025,Berlin,Large,Healthcare,Operations Manager,Intern,0.42,146919,0.14,High,Growing
2021,London,Enterprise,Agriculture,Policy Analyst,Senior,0.77,130832,0.17,Medium,Growing
2024,Toronto,Small,Tech,AI Researcher,Senior,0.18,85549,0.85,Low,Mature
2025,Toronto,Small,Agriculture,Business Analyst,Intern,0.04,27009,0.78,Medium,Growing
2018,Bangalore,Large,Agriculture,Systems Engineer,Lead,0.09,64488,0.82,High,Growing
2024,Singapore,Medium,Energy,ML Engineer,Mid,0.86,135414,0.14,Low,Growing
2025,Seoul,Startup,Energy,Software Engineer,Executive,0.09,43739,0.66,Low,Growing
2023,Sao Paulo,Medium,Government,Product Manager,Intern,0.69,107466,0.32,High,Growing
2012,Tokyo,Startup,Education,Business Analyst,Senior,0.18,54373,0.73,Low,Emerging
2015,Singapore,Large,Government,Research Scientist,Intern,0.05,66282,0.86,Medium,Emerging
2023,Berlin,Small,Healthcare,Data Scientist,Executive,0.62,114332,0.17,Medium,Growing
2014,Seoul,Startup,Tech,ML Engineer,Senior,0.93,35204,0.36,High,Emerging
2023,Singapore,Small,Manufacturing,ML Engineer,Junior,0.06,44580,0.79,Low,Growing
2021,Lagos,Small,Energy,AI Researcher,Intern,0.02,75748,0.86,Medium,Growing
2025,Nairobi,Startup,Agriculture,Operations Manager,Executive,0.52,80372,0.3,Low,Growing
2023,Sydney,Large,Retail,Data Scientist,Executive,0.1,68442,0.86,Low,Growing
2018,New York,Startup,Finance,Software Engineer,Executive,0.08,40576,0.75,Medium,Growing
2020,Nairobi,Large,Education,ML Engineer,Executive,0.68,90207,0.35,Low,Growing
2016,Singapore,Small,Manufacturing,Software Engineer,Mid,0.15,76613,0.84,High,Emerging
2025,Nairobi,Small,Finance,ML Engineer,Intern,0.45,144476,0.19,High,Mature
2011,Toronto,Enterprise,Healthcare,AI Researcher,Mid,0.08,52698,0.81,High,Emerging
2017,Toronto,Medium,Retail,Operations Manager,Intern,0.12,61259,0.9,High,Growing
2014,London,Medium,Healthcare,Data Scientist,Lead,0.12,51509,0.88,Low,Emerging
2015,Toronto,Medium,Tech,Data Scientist,Intern,0.05,60956,0.64,Medium,Emerging
2022,Seoul,Small,Government,Policy Analyst,Mid,0.04,29282,0.83,Low,Growing
2021,Lagos,Small,Government,ML Engineer,Executive,0.85,129313,0.2,Low,Growing
2023,Lagos,Enterprise,Agriculture,Data Scientist,Intern,0.12,28250,0.67,High,Growing
2012,Nairobi,Small,Retail,Systems Engineer,Senior,0.19,46762,0.82,Low,Emerging
2010,Singapore,Large,Energy,Product Manager,Executive,0,43471,0.78,High,Emerging
2015,New York,Startup,Tech,Operations Manager,Executive,0.08,38084,0.88,Medium,Emerging
2021,Bangalore,Small,Education,ML Engineer,Lead,0.13,36023,0.77,Low,Growing
2012,Lagos,Enterprise,Finance,AI Researcher,Mid,0.16,20852,0.78,Medium,Emerging
2018,London,Medium,Tech,Policy Analyst,Executive,0.11,24215,0.78,Low,Growing
